user_id, trial_type, target_distance, target_start_pos, sw_pos_x, sw_pos_y, sw_pos_z, sw_rot_x, sw_rot_y, sw_rot_z, sw_rot_w, finger_relative_pos_x, finger_relative_pos_y, finger_relative_pos_z, target_local_x, target_local_y, target_local_z, nr_of_clutches, is_panning, timestamp, task_number
user1,midair,short,-2_0,0.0190,0.9626,-0.3236,-0.0039,0.1604,0.0053,-0.9870,0.0281,0.0455,-0.0062,-0.2000,0.0005,0.0000,0,0,2.2416,0
user1,midair,short,-2_0,0.0189,0.9626,-0.3236,-0.0041,0.1604,0.0050,-0.9870,0.0269,0.0449,-0.0064,-0.2000,0.0005,0.0000,1,1,2.2952,0
user1,midair,short,-2_0,0.0187,0.9627,-0.3236,-0.0043,0.1604,0.0046,-0.9870,0.0258,0.0444,-0.0066,-0.2022,0.0005,-0.0004,1,1,2.2993,0
user1,midair,short,-2_0,0.0186,0.9628,-0.3235,-0.0044,0.1604,0.0043,-0.9870,0.0248,0.0438,-0.0068,-0.2033,0.0005,-0.0006,1,1,2.3020,0
user1,midair,short,-2_0,0.0185,0.9629,-0.3235,-0.0045,0.1604,0.0040,-0.9870,0.0238,0.0433,-0.0070,-0.2042,0.0005,-0.0008,1,1,2.3118,0
user1,midair,short,-2_0,0.0184,0.9629,-0.3235,-0.0047,0.1605,0.0037,-0.9870,0.0229,0.0429,-0.0072,-0.2052,0.0005,-0.0010,1,1,2.3295,0
user1,midair,short,-2_0,0.0182,0.9630,-0.3235,-0.0049,0.1605,0.0034,-0.9870,0.0220,0.0424,-0.0073,-0.2061,0.0005,-0.0012,1,1,2.3467,0
user1,midair,short,-2_0,0.0181,0.9631,-0.3235,-0.0050,0.1605,0.0032,-0.9870,0.0211,0.0420,-0.0075,-0.2069,0.0005,-0.0013,1,1,2.3633,0
user1,midair,short,-2_0,0.0180,0.9631,-0.3235,-0.0052,0.1605,0.0029,-0.9870,0.0203,0.0416,-0.0076,-0.2078,0.0005,-0.0015,1,1,2.3788,0
user1,midair,short,-2_0,0.0178,0.9632,-0.3235,-0.0054,0.1604,0.0027,-0.9870,0.0195,0.0412,-0.0077,-0.2086,0.0005,-0.0016,1,1,2.3963,0
user1,midair,short,-2_0,0.0177,0.9633,-0.3235,-0.0055,0.1604,0.0024,-0.9870,0.0187,0.0408,-0.0079,-0.2093,0.0005,-0.0017,1,1,2.4130,0
user1,midair,short,-2_0,0.0176,0.9633,-0.3235,-0.0056,0.1606,0.0021,-0.9870,0.0180,0.0405,-0.0080,-0.2100,0.0005,-0.0018,1,1,2.4295,0
user1,midair,short,-2_0,0.0175,0.9634,-0.3235,-0.0057,0.1607,0.0017,-0.9870,0.0174,0.0401,-0.0081,-0.2107,0.0005,-0.0019,1,1,2.4462,0
