user_id, trial_type, target_distance, target_start_pos, sw_pos_x, sw_pos_y, sw_pos_z, sw_rot_x, sw_rot_y, sw_rot_z, sw_rot_w, finger_relative_pos_x, finger_relative_pos_y, finger_relative_pos_z, target_local_x, target_local_y, target_local_z, nr_of_clutches, is_panning, timestamp, task_number
user2,midair,medium,-5_-5,-0.2010,0.8488,-0.1512,-0.0445,0.2552,0.0428,-0.9649,0.0284,0.0313,0.0173,-0.5000,0.0005,-0.5000,0,0,1.5787,5
user2,midair,medium,-5_-5,-0.1999,0.8492,-0.1514,-0.0438,0.2542,0.0431,-0.9652,0.0274,0.0313,0.0162,-0.5000,0.0005,-0.5000,1,1,1.6223,5
user2,midair,medium,-5_-5,-0.1989,0.8496,-0.1515,-0.0431,0.2533,0.0433,-0.9654,0.0264,0.0313,0.0152,-0.5020,0.0005,-0.5021,1,1,1.6245,5
user2,midair,medium,-5_-5,-0.1980,0.8499,-0.1516,-0.0425,0.2525,0.0436,-0.9657,0.0255,0.0313,0.0142,-0.5030,0.0005,-0.5031,1,1,1.6272,5
user2,midair,medium,-5_-5,-0.1971,0.8502,-0.1517,-0.0420,0.2517,0.0433,-0.9659,0.0246,0.0313,0.0133,-0.5038,0.0005,-0.5040,1,1,1.6359,5
user2,midair,medium,-5_-5,-0.1963,0.8505,-0.1518,-0.0415,0.2508,0.0432,-0.9662,0.0238,0.0312,0.0124,-0.5046,0.0005,-0.5048,1,1,1.6527,5
user2,midair,medium,-5_-5,-0.1954,0.8508,-0.1518,-0.0410,0.2500,0.0434,-0.9664,0.0230,0.0313,0.0117,-0.5054,0.0005,-0.5056,1,1,1.6694,5
user2,midair,medium,-5_-5,-0.1947,0.8510,-0.1519,-0.0405,0.2492,0.0436,-0.9666,0.0223,0.0314,0.0110,-0.5061,0.0005,-0.5062,1,1,1.6862,5
user2,midair,medium,-5_-5,-0.1939,0.8513,-0.1520,-0.0400,0.2484,0.0439,-0.9668,0.0217,0.0315,0.0105,-0.5067,0.0005,-0.5068,1,1,1.7016,5
user2,midair,medium,-5_-5,-0.1932,0.8515,-0.1521,-0.0396,0.2476,0.0441,-0.9670,0.0212,0.0316,0.0100,-0.5072,0.0005,-0.5073,1,1,1.7194,5
user2,midair,medium,-5_-5,-0.1925,0.8516,-0.1521,-0.0392,0.2469,0.0444,-0.9672,0.0208,0.0317,0.0096,-0.5077,0.0005,-0.5077,1,1,1.7363,5
user2,midair,medium,-5_-5,-0.1919,0.8518,-0.1522,-0.0388,0.2463,0.0446,-0.9674,0.0204,0.0318,0.0092,-0.5080,0.0005,-0.5080,1,1,1.7528,5
user2,midair,medium,-5_-5,-0.1913,0.8519,-0.1522,-0.0385,0.2456,0.0448,-0.9676,0.0201,0.0318,0.0090,-0.5083,0.0005,-0.5083,1,1,1.7693,5
user2,midair,medium,-5_-5,-0.1908,0.8520,-0.1523,-0.0382,0.2449,0.0450,-0.9677,0.0199,0.0319,0.0088,-0.5085,0.0005,-0.5085,1,1,1.7864,5
user2,midair,medium,-5_-5,-0.1902,0.8521,-0.1523,-0.0380,0.2443,0.0451,-0.9679,0.0197,0.0319,0.0086,-0.5087,0.0005,-0.5086,1,1,1.8019,5
user2,midair,medium,-5_-5,-0.1897,0.8522,-0.1524,-0.0379,0.2436,0.0453,-0.9681,0.0197,0.0319,0.0086,-0.5087,0.0005,-0.5087,1,1,1.8200,5
user2,midair,medium,-5_-5,-0.1893,0.8523,-0.1524,-0.0378,0.2432,0.0454,-0.9682,0.0197,0.0318,0.0086,-0.5087,0.0005,-0.5086,1,1,1.8363,5
user2,midair,medium,-5_-5,-0.1889,0.8524,-0.1524,-0.0377,0.2427,0.0453,-0.9683,0.0199,0.0316,0.0088,-0.5085,0.0005,-0.5085,1,1,1.8529,5
user2,midair,medium,-5_-5,-0.1885,0.8524,-0.1525,-0.0376,0.2422,0.0453,-0.9684,0.0201,0.0314,0.0090,-0.5083,0.0005,-0.5082,1,1,1.8697,5
user2,midair,medium,-5_-5,-0.1881,0.8525,-0.1525,-0.0375,0.2418,0.0451,-0.9685,0.0206,0.0311,0.0095,-0.5078,0.0005,-0.5078,1,1,1.8862,5
user2,midair,medium,-5_-5,-0.1878,0.8525,-0.1525,-0.0374,0.2414,0.0448,-0.9687,0.0210,0.0307,0.0100,-0.5074,0.0005,-0.5072,1,1,1.9017,5
user2,midair,medium,-5_-5,-0.1875,0.8526,-0.1526,-0.0372,0.2410,0.0443,-0.9688,0.0216,0.0303,0.0107,-0.5068,0.0005,-0.5065,1,1,1.9197,5
user2,midair,medium,-5_-5,-0.1872,0.8526,-0.1526,-0.0371,0.2406,0.0438,-0.9689,0.0224,0.0299,0.0116,-0.5060,0.0005,-0.5057,1,1,1.9365,5
user2,midair,medium,-5_-5,-0.1869,0.8527,-0.1526,-0.0371,0.2402,0.0431,-0.9690,0.0232,0.0295,0.0125,-0.5052,0.0005,-0.5047,1,1,1.9531,5
user2,midair,medium,-5_-5,-0.1866,0.8527,-0.1527,-0.0370,0.2400,0.0424,-0.9691,0.0242,0.0290,0.0136,-0.5042,0.0005,-0.5037,1,1,1.9695,5
user2,midair,medium,-5_-5,-0.1864,0.8528,-0.1527,-0.0369,0.2396,0.0419,-0.9693,0.0253,0.0285,0.0149,-0.5031,0.0005,-0.5024,1,1,1.9859,5
user2,midair,medium,-5_-5,-0.1862,0.8528,-0.1527,-0.0368,0.2392,0.0414,-0.9694,0.0265,0.0280,0.0162,-0.5019,0.0005,-0.5011,1,1,2.0016,5
user2,midair,medium,-5_-5,-0.1860,0.8528,-0.1528,-0.0367,0.2390,0.0408,-0.9695,0.0280,0.0276,0.0176,-0.5004,0.0005,-0.4997,1,1,2.0194,5
user2,midair,medium,-5_-5,-0.1858,0.8528,-0.1528,-0.0365,0.2389,0.0401,-0.9695,0.0297,0.0270,0.0191,-0.4987,0.0005,-0.4982,1,1,2.0361,5
user2,midair,medium,-5_-5,-0.1857,0.8529,-0.1528,-0.0364,0.2389,0.0395,-0.9696,0.0316,0.0264,0.0206,-0.4968,0.0005,-0.4966,1,1,2.0531,5
user2,midair,medium,-5_-5,-0.1856,0.8529,-0.1528,-0.0364,0.2388,0.0389,-0.9696,0.0336,0.0259,0.0225,-0.4948,0.0005,-0.4948,1,1,2.0696,5
user2,midair,medium,-5_-5,-0.1854,0.8529,-0.1528,-0.0363,0.2388,0.0384,-0.9696,0.0359,0.0255,0.0247,-0.4925,0.0005,-0.4926,1,1,2.0862,5
user2,midair,medium,-5_-5,-0.1853,0.8529,-0.1529,-0.0364,0.2388,0.0380,-0.9696,0.0383,0.0250,0.0269,-0.4901,0.0005,-0.4903,1,1,2.1018,5
user2,midair,medium,-5_-5,-0.1853,0.8528,-0.1529,-0.0365,0.2387,0.0376,-0.9697,0.0409,0.0245,0.0294,-0.4875,0.0005,-0.4878,1,1,2.1195,5
user2,midair,medium,-5_-5,-0.1852,0.8528,-0.1529,-0.0365,0.2387,0.0372,-0.9697,0.0437,0.0239,0.0322,-0.4847,0.0005,-0.4851,1,1,2.1361,5
user2,midair,medium,-5_-5,-0.1851,0.8528,-0.1529,-0.0365,0.2387,0.0368,-0.9697,0.0468,0.0232,0.0351,-0.4816,0.0005,-0.4822,1,1,2.1533,5
user2,midair,medium,-5_-5,-0.1850,0.8528,-0.1530,-0.0365,0.2386,0.0364,-0.9697,0.0498,0.0225,0.0381,-0.4786,0.0005,-0.4792,1,1,2.1696,5
user2,midair,medium,-5_-5,-0.1850,0.8528,-0.1530,-0.0364,0.2386,0.0361,-0.9698,0.0531,0.0218,0.0413,-0.4753,0.0005,-0.4760,1,1,2.1866,5
user2,midair,medium,-5_-5,-0.1849,0.8528,-0.1530,-0.0362,0.2387,0.0357,-0.9698,0.0564,0.0209,0.0445,-0.4721,0.0005,-0.4728,1,1,2.2021,5
user2,midair,medium,-5_-5,-0.1849,0.8528,-0.1531,-0.0360,0.2387,0.0352,-0.9698,0.0598,0.0200,0.0478,-0.4686,0.0005,-0.4694,1,1,2.2197,5
