user_id, trial_type, target_distance, target_start_pos, sw_pos_x, sw_pos_y, sw_pos_z, sw_rot_x, sw_rot_y, sw_rot_z, sw_rot_w, finger_relative_pos_x, finger_relative_pos_y, finger_relative_pos_z, target_local_x, target_local_y, target_local_z, nr_of_clutches, is_panning, timestamp, task_number
user5,midair,medium,5_0,-0.1633,0.8831,-0.2766,0.1325,0.6773,0.1773,-0.7016,0.0094,0.0768,0.0020,0.5000,0.0005,0.0000,0,0,1.5104,21
user5,midair,medium,5_0,-0.1633,0.8831,-0.2766,0.1326,0.6773,0.1773,-0.7016,0.0093,0.0750,0.0021,0.5000,0.0005,0.0000,0,0,1.5185,21
user5,midair,medium,5_0,-0.1634,0.8831,-0.2766,0.1325,0.6773,0.1773,-0.7016,0.0092,0.0733,0.0021,0.5000,0.0005,0.0000,0,0,1.5554,21
user5,midair,medium,5_0,-0.1634,0.8831,-0.2766,0.1325,0.6773,0.1773,-0.7017,0.0091,0.0717,0.0021,0.5000,0.0005,0.0000,0,0,1.5579,21
user5,midair,medium,5_0,-0.1634,0.8831,-0.2766,0.1325,0.6773,0.1773,-0.7016,0.0090,0.0702,0.0022,0.5000,0.0005,0.0000,0,0,1.5715,21
user5,midair,medium,5_0,-0.1634,0.8831,-0.2766,0.1324,0.6774,0.1773,-0.7016,0.0088,0.0687,0.0022,0.5000,0.0005,0.0000,0,0,1.5861,21
user5,midair,medium,5_0,-0.1635,0.8831,-0.2767,0.1322,0.6774,0.1774,-0.7015,0.0087,0.0674,0.0022,0.5000,0.0005,0.0000,0,0,1.6026,21
user5,midair,medium,5_0,-0.1635,0.8830,-0.2767,0.1323,0.6774,0.1774,-0.7016,0.0085,0.0661,0.0022,0.5000,0.0005,0.0000,0,0,1.6186,21
user5,midair,medium,5_0,-0.1635,0.8830,-0.2767,0.1322,0.6774,0.1774,-0.7016,0.0084,0.0650,0.0023,0.5000,0.0005,0.0000,0,0,1.6352,21
user5,midair,medium,5_0,-0.1636,0.8830,-0.2767,0.1322,0.6774,0.1774,-0.7016,0.0082,0.0639,0.0024,0.5000,0.0005,0.0000,0,0,1.6518,21
user5,midair,medium,5_0,-0.1636,0.8830,-0.2768,0.1321,0.6774,0.1774,-0.7015,0.0081,0.0629,0.0025,0.5000,0.0005,0.0000,0,0,1.6671,21
user5,midair,medium,5_0,-0.1636,0.8830,-0.2768,0.1321,0.6774,0.1773,-0.7015,0.0081,0.0620,0.0025,0.5000,0.0005,0.0000,0,0,1.6835,21
user5,midair,medium,5_0,-0.1636,0.8829,-0.2768,0.1320,0.6775,0.1773,-0.7015,0.0080,0.0611,0.0026,0.5000,0.0005,0.0000,0,0,1.7023,21
user5,midair,medium,5_0,-0.1637,0.8829,-0.2768,0.1319,0.6775,0.1773,-0.7016,0.0080,0.0602,0.0027,0.5000,0.0005,0.0000,0,0,1.7184,21
user5,midair,medium,5_0,-0.1637,0.8829,-0.2768,0.1320,0.6775,0.1773,-0.7016,0.0081,0.0594,0.0028,0.5000,0.0005,0.0000,0,0,1.7353,21
user5,midair,medium,5_0,-0.1637,0.8829,-0.2768,0.1319,0.6775,0.1772,-0.7016,0.0081,0.0587,0.0029,0.5000,0.0005,0.0000,0,0,1.7525,21
user5,midair,medium,5_0,-0.1637,0.8829,-0.2768,0.1319,0.6775,0.1771,-0.7016,0.0081,0.0580,0.0029,0.5000,0.0005,0.0000,0,0,1.7700,21
user5,midair,medium,5_0,-0.1638,0.8829,-0.2769,0.1317,0.6775,0.1771,-0.7016,0.0082,0.0573,0.0030,0.5000,0.0005,0.0000,0,0,1.7854,21
user5,midair,medium,5_0,-0.1638,0.8829,-0.2768,0.1318,0.6775,0.1769,-0.7016,0.0082,0.0567,0.0031,0.5000,0.0005,0.0000,0,0,1.8019,21
user5,midair,medium,5_0,-0.1638,0.8828,-0.2769,0.1315,0.6776,0.1770,-0.7016,0.0083,0.0562,0.0032,0.5000,0.0005,0.0000,0,0,1.8182,21
user5,midair,medium,5_0,-0.1638,0.8828,-0.2769,0.1315,0.6776,0.1769,-0.7016,0.0083,0.0556,0.0033,0.5000,0.0005,0.0000,0,0,1.8356,21
user5,midair,medium,5_0,-0.1639,0.8828,-0.2769,0.1314,0.6776,0.1768,-0.7017,0.0083,0.0551,0.0034,0.5000,0.0005,0.0000,0,0,1.8520,21
user5,midair,medium,5_0,-0.1639,0.8828,-0.2769,0.1313,0.6776,0.1768,-0.7016,0.0083,0.0546,0.0034,0.5000,0.0005,0.0000,0,0,1.8689,21
user5,midair,medium,5_0,-0.1639,0.8828,-0.2769,0.1311,0.6777,0.1768,-0.7016,0.0083,0.0542,0.0035,0.5000,0.0005,0.0000,1,1,1.9047,21
user5,midair,medium,5_0,-0.1639,0.8828,-0.2769,0.1310,0.6777,0.1768,-0.7016,0.0082,0.0538,0.0035,0.4998,0.0005,0.0001,1,1,1.9068,21
